Fecha;Vendedor;Tienda;Producto;Medio de pago;Calificación por atención;Club cliente frecuente;Valor
44482;María;Tienda A;Suscripción;Efectivo;Negativa;Si;57163
44486;Antonio;Tienda D;Código digital NSW;Crédito;Negativa;No;61667
44200;Diego;Tienda C;Código digital PSN;Efectivo;Positiva;Si;60178
44501;Ambrosio;Tienda D;Juego PS5;Efectivo;Neutra;Si;44520
44795;Antonio;Tienda D;Juego PS5;Crédito;Positiva;No;60806
44245;Matías;Tienda A;Suscripción;Crédito;Neutra;No;43975
44591;Matías;Tienda A;Preventa Juego NSW;Efectivo;Negativa;No;61237
44550;Ambrosio;Tienda D;Código digital NSW;Efectivo;Positiva;Si;55397
44312;Agustín;Tienda B;Juego XBOX;Efectivo;Neutra;No;45235
44356;María;Tienda A;Juego PC;Efectivo;Neutra;Si;62723
44351;Matías;Tienda A;Código digital STEAM;Crédito;Positiva;Si;55553
44226;Matías;Tienda A;Preventa Juego NSW;Débito;Neutra;No;36405
44509;Matías;Tienda A;Preventa Juego NSW;Crédito;Positiva;Si;45610
44317;Diego;Tienda C;Código digital PSN;Efectivo;Neutra;No;34323
44785;Kike;Tienda B;Código digital STEAM;Crédito;Negativa;No;45646
44845;Matías;Tienda A;Juego NSW;Débito;Neutra;Si;55844
44339;María;Tienda A;Juego XBOX;Débito;Negativa;Si;49149
44398;Antonio;Tienda D;Preventa Juego XBOX;Efectivo;Negativa;Si;31378
44701;Antonio;Tienda D;Código digital NSW;Crédito;Neutra;No;34033
44401;Kike;Tienda B;Código digital XBOX;Crédito;Negativa;Si;28012
44843;Agustín;Tienda B;Preventa Juego PS5;Débito;Negativa;Si;50195
44644;María;Tienda A;Juego PC;Débito;Negativa;No;34551
44564;Diego;Tienda C;Código digital PSN;Débito;Neutra;Si;41209
44387;Matías;Tienda A;Suscripción;Efectivo;Negativa;No;37802
44602;Diego;Tienda C;Juego PC;Crédito;Neutra;No;34737
44413;Matías;Tienda A;Preventa Juego PS5;Crédito;Positiva;Si;31818
44699;Kike;Tienda B;Juego PS5;Crédito;Neutra;Si;51091
44561;Diego;Tienda C;Código digital PSN;Débito;Positiva;No;53961
44475;Agustín;Tienda B;Código digital STEAM;Crédito;Positiva;Si;54658
44319;Matías;Tienda A;Preventa Juego STEAM;Efectivo;Positiva;Si;39849
44812;Diego;Tienda C;Preventa Juego STEAM;Crédito;Negativa;No;32268
44521;Matías;Tienda A;Juego NSW;Débito;Positiva;Si;43520
44727;Ambrosio;Tienda D;Juego NSW;Crédito;Negativa;Si;44632
44603;Agustín;Tienda B;Código digital PSN;Débito;Positiva;Si;50609
44483;Agustín;Tienda B;Código digital STEAM;Efectivo;Neutra;No;44772
44638;Agustín;Tienda B;Suscripción;Crédito;Positiva;Si;59335
44813;Agustín;Tienda B;Preventa Juego PS5;Efectivo;Positiva;Si;31537
44564;Matías;Tienda A;Código digital NSW;Efectivo;Positiva;No;47716
44833;Matías;Tienda A;Preventa Juego NSW;Crédito;Negativa;Si;51020
44626;María;Tienda A;Preventa Juego STEAM;Débito;Negativa;Si;42883
44685;Francisco;Tienda C;Juego XBOX;Débito;Negativa;Si;53254
44242;María;Tienda A;Juego PS5;Débito;Neutra;No;46029
44670;Francisco;Tienda C;Código digital XBOX;Efectivo;Negativa;Si;28098
44815;Agustín;Tienda B;Juego NSW;Efectivo;Positiva;Si;38653
44624;Agustín;Tienda B;Código digital XBOX;Efectivo;Positiva;Si;35335
44618;Agustín;Tienda B;Juego PS5;Débito;Neutra;No;50938
44683;María;Tienda A;Preventa Juego NSW;Efectivo;Neutra;Si;53516
44280;Agustín;Tienda B;Juego PC;Efectivo;Neutra;No;44669
44564;Antonio;Tienda D;Juego PS5;Efectivo;Negativa;No;57869
44447;Ambrosio;Tienda D;Código digital XBOX;Efectivo;Neutra;Si;37752
44326;Antonio;Tienda D;Preventa Juego PS5;Efectivo;Negativa;Si;36470
44345;María;Tienda A;Preventa Juego XBOX;Crédito;Positiva;Si;44281
44852;Kike;Tienda B;Juego PS5;Crédito;Negativa;No;50257
44826;Matías;Tienda A;Preventa Juego NSW;Débito;Negativa;Si;29900
44759;Francisco;Tienda C;Código digital XBOX;Débito;Negativa;Si;36100
44794;Francisco;Tienda C;Juego PS5;Efectivo;Negativa;Si;55932
44356;Diego;Tienda C;Juego PS5;Crédito;Neutra;Si;43164
44507;Antonio;Tienda D;Preventa Juego XBOX;Crédito;Negativa;No;57874
44343;Matías;Tienda A;Juego PC;Débito;Negativa;No;51249
44560;María;Tienda A;Código digital STEAM;Débito;Positiva;No;57610
44207;Ambrosio;Tienda D;Código digital PSN;Efectivo;Negativa;No;29703
44432;Antonio;Tienda D;Preventa Juego STEAM;Débito;Negativa;Si;44913
44550;Ambrosio;Tienda D;Preventa Juego PS5;Crédito;Negativa;No;57862
44442;Kike;Tienda B;Juego NSW;Débito;Negativa;Si;45350
44591;Diego;Tienda C;Código digital STEAM;Crédito;Positiva;Si;43235
44718;Agustín;Tienda B;Código digital PSN;Débito;Negativa;Si;51936
44856;Agustín;Tienda B;Código digital STEAM;Efectivo;Neutra;Si;45886
44843;Antonio;Tienda D;Código digital NSW;Débito;Negativa;Si;27917
44460;Diego;Tienda C;Preventa Juego XBOX;Débito;Positiva;Si;55640
44436;Antonio;Tienda D;Juego NSW;Débito;Negativa;No;43582
44693;Francisco;Tienda C;Código digital STEAM;Crédito;Neutra;Si;56933
44592;Matías;Tienda A;Juego PS5;Débito;Neutra;Si;29817
44532;Francisco;Tienda C;Preventa Juego XBOX;Efectivo;Positiva;No;48938
44617;Agustín;Tienda B;Código digital XBOX;Débito;Negativa;No;30811
44449;Diego;Tienda C;Juego NSW;Efectivo;Negativa;No;38049
44568;Francisco;Tienda C;Código digital XBOX;Efectivo;Negativa;No;54660
44511;Diego;Tienda C;Juego NSW;Efectivo;Neutra;Si;38904
44343;Ambrosio;Tienda D;Código digital NSW;Efectivo;Negativa;Si;38073
44413;Matías;Tienda A;Código digital PSN;Efectivo;Neutra;No;53997
44649;Agustín;Tienda B;Preventa Juego PS5;Crédito;Positiva;No;58927
44422;María;Tienda A;Juego XBOX;Efectivo;Positiva;Si;62965
44653;María;Tienda A;Código digital PSN;Débito;Negativa;No;47881
44458;Agustín;Tienda B;Código digital STEAM;Efectivo;Neutra;No;60450
44774;Agustín;Tienda B;Preventa Juego PS5;Efectivo;Positiva;Si;41445
44226;Ambrosio;Tienda D;Código digital NSW;Débito;Positiva;Si;51809
44734;Diego;Tienda C;Código digital PSN;Efectivo;Negativa;Si;64836
44666;Francisco;Tienda C;Juego PS5;Débito;Negativa;Si;49981
44380;Matías;Tienda A;Código digital STEAM;Crédito;Neutra;Si;47510
44303;Ambrosio;Tienda D;Preventa Juego XBOX;Crédito;Negativa;Si;31409
44784;Ambrosio;Tienda D;Juego PC;Débito;Neutra;No;39968
44238;Ambrosio;Tienda D;Código digital NSW;Débito;Neutra;Si;55427
44507;Antonio;Tienda D;Juego XBOX;Crédito;Negativa;No;37642
44765;Francisco;Tienda C;Suscripción;Crédito;Neutra;Si;46635
44529;Matías;Tienda A;Preventa Juego XBOX;Efectivo;Positiva;Si;64191
44247;Agustín;Tienda B;Código digital STEAM;Débito;Negativa;Si;42090
44288;Agustín;Tienda B;Juego PC;Efectivo;Neutra;Si;40055
44729;Francisco;Tienda C;Juego NSW;Débito;Positiva;No;57165
44453;Matías;Tienda A;Preventa Juego XBOX;Efectivo;Neutra;No;52502
44309;Diego;Tienda C;Suscripción;Débito;Positiva;Si;46058
44197;Diego;Tienda C;Preventa Juego XBOX;Débito;Positiva;Si;29668
44216;Agustín;Tienda B;Juego PS5;Efectivo;Negativa;Si;63867
44487;Kike;Tienda B;Juego PC;Efectivo;Negativa;Si;54974
44465;Agustín;Tienda B;Código digital XBOX;Efectivo;Positiva;Si;36041
44304;Diego;Tienda C;Código digital NSW;Efectivo;Neutra;Si;48455
44643;Ambrosio;Tienda D;Código digital NSW;Crédito;Positiva;No;45119
44485;Kike;Tienda B;Preventa Juego PS5;Débito;Positiva;No;44084
44418;Antonio;Tienda D;Preventa Juego NSW;Crédito;Positiva;Si;31583
44591;Ambrosio;Tienda D;Preventa Juego XBOX;Efectivo;Positiva;No;57165
44353;Francisco;Tienda C;Preventa Juego PS5;Crédito;Neutra;No;32332
44247;Ambrosio;Tienda D;Preventa Juego PS5;Crédito;Neutra;No;37421
44218;Francisco;Tienda C;Preventa Juego XBOX;Efectivo;Neutra;No;62336
44296;Francisco;Tienda C;Juego NSW;Débito;Neutra;No;44231
44800;Agustín;Tienda B;Juego XBOX;Efectivo;Positiva;Si;43808
44637;Diego;Tienda C;Preventa Juego NSW;Débito;Negativa;Si;42747
44548;Francisco;Tienda C;Código digital XBOX;Débito;Negativa;Si;64179
44291;Antonio;Tienda D;Código digital NSW;Crédito;Positiva;Si;32228
44646;Antonio;Tienda D;Código digital NSW;Crédito;Negativa;No;43130
44277;Antonio;Tienda D;Juego XBOX;Crédito;Neutra;Si;49969
44596;Antonio;Tienda D;Suscripción;Efectivo;Negativa;Si;38736
44828;Diego;Tienda C;Juego NSW;Crédito;Positiva;No;59361
44639;Ambrosio;Tienda D;Preventa Juego STEAM;Crédito;Positiva;Si;33125
44236;María;Tienda A;Juego PS5;Efectivo;Neutra;Si;54632
44500;Matías;Tienda A;Suscripción;Crédito;Neutra;Si;51815
44365;Francisco;Tienda C;Suscripción;Crédito;Positiva;No;60706
44822;Kike;Tienda B;Código digital NSW;Efectivo;Positiva;Si;29519
44266;María;Tienda A;Código digital XBOX;Débito;Negativa;No;54215
44584;María;Tienda A;Preventa Juego STEAM;Crédito;Positiva;Si;46711
44655;Ambrosio;Tienda D;Código digital STEAM;Crédito;Neutra;Si;64489
44221;Antonio;Tienda D;Código digital XBOX;Efectivo;Positiva;Si;58187
44590;Matías;Tienda A;Preventa Juego XBOX;Débito;Negativa;No;28573
44842;María;Tienda A;Preventa Juego XBOX;Crédito;Positiva;Si;42398
44852;Matías;Tienda A;Código digital XBOX;Efectivo;Positiva;Si;33141
44651;Agustín;Tienda B;Preventa Juego STEAM;Crédito;Negativa;Si;35654
44708;Ambrosio;Tienda D;Código digital XBOX;Débito;Positiva;No;29668
44396;Francisco;Tienda C;Preventa Juego STEAM;Efectivo;Positiva;Si;39578
44245;Francisco;Tienda C;Código digital NSW;Efectivo;Neutra;No;31669
44508;Matías;Tienda A;Preventa Juego PS5;Efectivo;Neutra;No;42266
44374;María;Tienda A;Código digital XBOX;Crédito;Positiva;No;59229
44401;Agustín;Tienda B;Preventa Juego NSW;Débito;Positiva;No;56181
44754;María;Tienda A;Preventa Juego XBOX;Débito;Negativa;Si;30759
44813;Francisco;Tienda C;Código digital XBOX;Crédito;Neutra;Si;40037
44443;Kike;Tienda B;Juego PC;Efectivo;Negativa;No;54482
44610;Matías;Tienda A;Preventa Juego PS5;Débito;Neutra;Si;33863
44464;Ambrosio;Tienda D;Juego PC;Crédito;Negativa;Si;52623
44553;Diego;Tienda C;Preventa Juego XBOX;Efectivo;Positiva;Si;37987
44791;María;Tienda A;Suscripción;Crédito;Neutra;No;49447
44594;Agustín;Tienda B;Juego PC;Débito;Neutra;No;64999
44482;Kike;Tienda B;Juego PC;Efectivo;Positiva;Si;32540
44252;Kike;Tienda B;Código digital PSN;Crédito;Positiva;Si;35732
44317;Matías;Tienda A;Juego PS5;Efectivo;Negativa;Si;44229
44460;Francisco;Tienda C;Código digital PSN;Débito;Neutra;Si;30825
44740;Antonio;Tienda D;Preventa Juego PS5;Crédito;Neutra;Si;36526
44600;Diego;Tienda C;Juego XBOX;Crédito;Positiva;No;35636
44818;Kike;Tienda B;Código digital XBOX;Débito;Negativa;Si;59320
44282;Francisco;Tienda C;Código digital STEAM;Crédito;Negativa;No;55000
44685;María;Tienda A;Código digital XBOX;Débito;Positiva;Si;57856
44206;Ambrosio;Tienda D;Suscripción;Crédito;Negativa;Si;46401
44424;Diego;Tienda C;Suscripción;Crédito;Neutra;Si;63752
44384;Diego;Tienda C;Suscripción;Efectivo;Positiva;Si;46718
44397;María;Tienda A;Juego XBOX;Efectivo;Negativa;No;64629
44573;Ambrosio;Tienda D;Juego NSW;Efectivo;Negativa;Si;35580
44239;Agustín;Tienda B;Juego XBOX;Crédito;Neutra;No;58360
44627;Kike;Tienda B;Código digital STEAM;Efectivo;Negativa;No;40795
44705;Kike;Tienda B;Código digital XBOX;Crédito;Negativa;Si;31449
44756;Ambrosio;Tienda D;Suscripción;Efectivo;Negativa;Si;47367
44378;Kike;Tienda B;Juego PS5;Efectivo;Negativa;No;42899
44703;Kike;Tienda B;Código digital NSW;Débito;Neutra;Si;55677
44358;Antonio;Tienda D;Código digital PSN;Débito;Positiva;Si;63676
44207;Ambrosio;Tienda D;Preventa Juego PS5;Crédito;Neutra;No;56155
44292;María;Tienda A;Juego PS5;Crédito;Negativa;Si;56104
44830;Diego;Tienda C;Juego PC;Crédito;Neutra;Si;41367
44413;Agustín;Tienda B;Preventa Juego XBOX;Crédito;Neutra;No;37875
44732;Kike;Tienda B;Preventa Juego NSW;Débito;Neutra;No;51743
44464;Agustín;Tienda B;Código digital PSN;Débito;Negativa;No;41060
44580;Agustín;Tienda B;Juego PS5;Efectivo;Neutra;Si;43226
44362;Francisco;Tienda C;Código digital NSW;Efectivo;Positiva;No;46824
44669;Matías;Tienda A;Juego XBOX;Débito;Negativa;Si;37409
44341;Francisco;Tienda C;Código digital XBOX;Efectivo;Negativa;No;29042
44605;Francisco;Tienda C;Juego PC;Efectivo;Neutra;Si;42871
44704;Ambrosio;Tienda D;Preventa Juego NSW;Efectivo;Neutra;No;55168
44685;María;Tienda A;Preventa Juego NSW;Crédito;Positiva;Si;57803
44627;Francisco;Tienda C;Preventa Juego STEAM;Efectivo;Positiva;Si;59872
44608;Matías;Tienda A;Preventa Juego XBOX;Débito;Positiva;No;56946
44374;Ambrosio;Tienda D;Juego PC;Crédito;Positiva;Si;45034
44847;Kike;Tienda B;Código digital XBOX;Efectivo;Negativa;No;58207
44617;Diego;Tienda C;Código digital NSW;Crédito;Negativa;Si;40842
44741;Diego;Tienda C;Código digital NSW;Crédito;Negativa;Si;38286
44643;Matías;Tienda A;Preventa Juego STEAM;Débito;Neutra;Si;40411
44550;Antonio;Tienda D;Juego PC;Crédito;Negativa;Si;64572
44859;Antonio;Tienda D;Preventa Juego STEAM;Efectivo;Positiva;Si;43894
44642;Agustín;Tienda B;Juego NSW;Crédito;Negativa;No;53197
44262;María;Tienda A;Juego PC;Efectivo;Negativa;No;57206
44410;Diego;Tienda C;Juego XBOX;Efectivo;Positiva;Si;47218
44414;María;Tienda A;Código digital PSN;Crédito;Negativa;Si;39548
44641;María;Tienda A;Preventa Juego NSW;Débito;Negativa;No;46821
44699;María;Tienda A;Preventa Juego XBOX;Crédito;Positiva;Si;31325
44517;Agustín;Tienda B;Preventa Juego STEAM;Crédito;Negativa;Si;51746
44719;Francisco;Tienda C;Código digital XBOX;Débito;Negativa;Si;39434
44813;Diego;Tienda C;Código digital NSW;Efectivo;Negativa;Si;44666
44304;Francisco;Tienda C;Juego NSW;Débito;Negativa;Si;35664
44318;Matías;Tienda A;Código digital STEAM;Efectivo;Neutra;Si;48831
44798;Kike;Tienda B;Juego XBOX;Crédito;Positiva;No;30210
44324;Agustín;Tienda B;Juego XBOX;Efectivo;Negativa;No;44722
44484;Francisco;Tienda C;Código digital STEAM;Débito;Neutra;Si;34732
44247;Antonio;Tienda D;Juego NSW;Efectivo;Negativa;No;50249
44554;Ambrosio;Tienda D;Preventa Juego XBOX;Crédito;Positiva;No;61708
44841;Matías;Tienda A;Juego PC;Efectivo;Neutra;Si;63367
44837;María;Tienda A;Juego NSW;Efectivo;Negativa;Si;56555
44256;Antonio;Tienda D;Juego XBOX;Crédito;Negativa;Si;40197
44721;Diego;Tienda C;Código digital NSW;Crédito;Negativa;Si;50863
44718;Ambrosio;Tienda D;Preventa Juego NSW;Débito;Neutra;No;56269
44330;María;Tienda A;Juego PS5;Débito;Negativa;No;51435
44667;Francisco;Tienda C;Juego XBOX;Débito;Positiva;Si;58317
44706;Ambrosio;Tienda D;Juego PS5;Crédito;Negativa;No;61034
44400;Ambrosio;Tienda D;Código digital PSN;Débito;Positiva;No;37857
44432;Diego;Tienda C;Preventa Juego PS5;Débito;Positiva;No;33310
44755;Ambrosio;Tienda D;Código digital NSW;Débito;Negativa;Si;53404
44515;Francisco;Tienda C;Juego NSW;Crédito;Negativa;No;37489
44825;Agustín;Tienda B;Código digital STEAM;Débito;Negativa;No;40066
44375;Ambrosio;Tienda D;Código digital NSW;Débito;Negativa;No;50896
44256;Matías;Tienda A;Preventa Juego STEAM;Débito;Negativa;No;33769
44732;Diego;Tienda C;Preventa Juego STEAM;Crédito;Negativa;Si;48238
44754;Diego;Tienda C;Juego PS5;Crédito;Negativa;No;35432
44262;Matías;Tienda A;Código digital PSN;Efectivo;Positiva;No;58478
44586;Francisco;Tienda C;Código digital NSW;Débito;Negativa;No;30477
44257;Antonio;Tienda D;Juego PS5;Débito;Positiva;No;61021
44725;Matías;Tienda A;Código digital PSN;Efectivo;Negativa;Si;39996
44468;María;Tienda A;Juego NSW;Crédito;Neutra;Si;33274
44850;Agustín;Tienda B;Preventa Juego XBOX;Efectivo;Negativa;Si;55162
44642;Ambrosio;Tienda D;Suscripción;Efectivo;Negativa;No;52663
44684;Ambrosio;Tienda D;Preventa Juego NSW;Débito;Positiva;No;35669
44724;Kike;Tienda B;Preventa Juego PS5;Débito;Neutra;No;36751
44504;Matías;Tienda A;Preventa Juego NSW;Crédito;Negativa;Si;32137
44348;Antonio;Tienda D;Código digital NSW;Débito;Positiva;Si;52832
44340;María;Tienda A;Código digital PSN;Efectivo;Neutra;No;28592
44460;Antonio;Tienda D;Preventa Juego XBOX;Débito;Neutra;No;35368
44468;Francisco;Tienda C;Juego NSW;Efectivo;Neutra;Si;50536
44212;Agustín;Tienda B;Código digital NSW;Débito;Negativa;Si;37531
44746;Agustín;Tienda B;Código digital XBOX;Débito;Neutra;Si;61618
44419;Kike;Tienda B;Suscripción;Crédito;Neutra;Si;41808
44333;Antonio;Tienda D;Suscripción;Efectivo;Negativa;No;32348
44390;Antonio;Tienda D;Código digital XBOX;Efectivo;Negativa;No;45237
44810;Kike;Tienda B;Juego NSW;Débito;Neutra;Si;53133
44434;Kike;Tienda B;Código digital STEAM;Crédito;Negativa;Si;60035
44774;Kike;Tienda B;Juego NSW;Crédito;Neutra;No;63093
44514;Matías;Tienda A;Juego PS5;Efectivo;Negativa;No;37219
44458;Francisco;Tienda C;Juego PC;Efectivo;Negativa;Si;31851
44331;María;Tienda A;Preventa Juego NSW;Débito;Negativa;No;61463
44770;Antonio;Tienda D;Preventa Juego XBOX;Débito;Positiva;Si;49308
44715;Ambrosio;Tienda D;Código digital PSN;Efectivo;Positiva;No;45729
44640;Agustín;Tienda B;Juego XBOX;Débito;Negativa;Si;54044
44617;Matías;Tienda A;Preventa Juego PS5;Efectivo;Negativa;Si;60770
44556;Matías;Tienda A;Juego NSW;Efectivo;Negativa;No;31071
44811;María;Tienda A;Código digital PSN;Débito;Positiva;No;31098
44437;María;Tienda A;Código digital STEAM;Débito;Negativa;No;51430
44256;Matías;Tienda A;Suscripción;Crédito;Negativa;No;49640
44626;Antonio;Tienda D;Código digital STEAM;Crédito;Negativa;Si;49291
44519;María;Tienda A;Preventa Juego NSW;Efectivo;Neutra;Si;62590
44651;Agustín;Tienda B;Preventa Juego XBOX;Crédito;Neutra;No;46962
44286;Matías;Tienda A;Juego XBOX;Crédito;Positiva;No;33932
44412;Diego;Tienda C;Código digital NSW;Efectivo;Neutra;No;45727
44613;Francisco;Tienda C;Código digital NSW;Crédito;Negativa;Si;51988
44371;Antonio;Tienda D;Preventa Juego XBOX;Crédito;Negativa;No;55604
44383;Kike;Tienda B;Preventa Juego STEAM;Débito;Neutra;No;30585
44591;Francisco;Tienda C;Preventa Juego STEAM;Débito;Neutra;No;28353
44686;Kike;Tienda B;Código digital NSW;Crédito;Neutra;No;34657
44861;Ambrosio;Tienda D;Juego PC;Débito;Neutra;Si;54115
44297;Agustín;Tienda B;Código digital STEAM;Crédito;Negativa;Si;41258
44840;Matías;Tienda A;Preventa Juego NSW;Crédito;Positiva;Si;37853
44381;Agustín;Tienda B;Suscripción;Efectivo;Negativa;Si;49798
44202;María;Tienda A;Preventa Juego XBOX;Efectivo;Negativa;Si;42744
44573;Diego;Tienda C;Juego PC;Débito;Positiva;Si;41039
44524;Antonio;Tienda D;Preventa Juego STEAM;Débito;Neutra;Si;63129
44350;Diego;Tienda C;Código digital PSN;Débito;Negativa;No;61361
44861;Francisco;Tienda C;Preventa Juego NSW;Crédito;Negativa;No;41487
44237;Kike;Tienda B;Preventa Juego NSW;Crédito;Neutra;Si;41309
44818;Agustín;Tienda B;Juego NSW;Débito;Negativa;Si;29697
44763;Francisco;Tienda C;Código digital STEAM;Débito;Negativa;Si;40430
44694;Ambrosio;Tienda D;Código digital NSW;Crédito;Negativa;No;48069
44419;Francisco;Tienda C;Código digital PSN;Crédito;Neutra;No;50859
44290;Antonio;Tienda D;Juego XBOX;Débito;Neutra;No;53007
44633;María;Tienda A;Juego NSW;Crédito;Negativa;No;64569
44673;Kike;Tienda B;Juego NSW;Efectivo;Positiva;Si;45279
44658;Agustín;Tienda B;Preventa Juego XBOX;Crédito;Neutra;Si;63924
44811;Francisco;Tienda C;Juego PS5;Efectivo;Negativa;Si;42984
44468;Diego;Tienda C;Preventa Juego XBOX;Crédito;Negativa;No;60183
44823;Francisco;Tienda C;Juego PS5;Crédito;Negativa;No;37275
44552;Diego;Tienda C;Código digital STEAM;Crédito;Negativa;No;40965
44759;Diego;Tienda C;Juego XBOX;Crédito;Positiva;No;61446
44621;Antonio;Tienda D;Preventa Juego PS5;Débito;Positiva;Si;59891
44772;Kike;Tienda B;Preventa Juego XBOX;Crédito;Positiva;Si;51871
44678;Matías;Tienda A;Código digital NSW;Efectivo;Negativa;No;62229
44580;Diego;Tienda C;Juego PC;Débito;Neutra;Si;33138
44284;Diego;Tienda C;Código digital NSW;Débito;Positiva;No;38523
44266;Diego;Tienda C;Suscripción;Débito;Negativa;Si;38474
44549;Diego;Tienda C;Suscripción;Crédito;Neutra;No;41480
44266;Agustín;Tienda B;Suscripción;Crédito;Positiva;No;30062
44340;Kike;Tienda B;Juego PC;Crédito;Neutra;No;50558
44834;Ambrosio;Tienda D;Juego PS5;Crédito;Positiva;Si;52803
44431;Francisco;Tienda C;Preventa Juego STEAM;Efectivo;Neutra;Si;56956
44758;María;Tienda A;Juego PC;Efectivo;Negativa;Si;51677
44438;Diego;Tienda C;Preventa Juego PS5;Débito;Negativa;Si;36361
44219;Agustín;Tienda B;Código digital XBOX;Crédito;Negativa;No;56925
44504;Ambrosio;Tienda D;Preventa Juego STEAM;Efectivo;Positiva;No;64698
44664;Agustín;Tienda B;Suscripción;Efectivo;Neutra;Si;38655
44384;Matías;Tienda A;Preventa Juego XBOX;Débito;Positiva;No;53473
44514;María;Tienda A;Preventa Juego STEAM;Efectivo;Neutra;No;55570
44333;Antonio;Tienda D;Preventa Juego XBOX;Crédito;Neutra;No;39829
44767;Matías;Tienda A;Código digital XBOX;Crédito;Positiva;Si;31106
44610;Ambrosio;Tienda D;Juego PS5;Efectivo;Positiva;Si;53655
44230;Diego;Tienda C;Código digital STEAM;Efectivo;Positiva;No;62864
44433;Diego;Tienda C;Juego PC;Efectivo;Negativa;Si;28166
44428;Matías;Tienda A;Suscripción;Débito;Neutra;No;42344
44359;María;Tienda A;Juego NSW;Débito;Negativa;No;61125
44484;Antonio;Tienda D;Preventa Juego XBOX;Efectivo;Positiva;No;44189
44558;Matías;Tienda A;Preventa Juego STEAM;Débito;Neutra;Si;58656
44734;Diego;Tienda C;Código digital STEAM;Débito;Neutra;Si;52334
44542;Antonio;Tienda D;Código digital XBOX;Débito;Neutra;No;40503
44589;Ambrosio;Tienda D;Preventa Juego XBOX;Débito;Negativa;Si;34141
44642;Kike;Tienda B;Preventa Juego NSW;Débito;Positiva;No;42071
44630;Agustín;Tienda B;Código digital XBOX;Crédito;Negativa;No;38235
44625;Kike;Tienda B;Juego PS5;Débito;Positiva;No;39450
44309;María;Tienda A;Preventa Juego NSW;Débito;Neutra;No;56191
44416;Diego;Tienda C;Juego NSW;Débito;Positiva;No;50297
44223;Ambrosio;Tienda D;Código digital NSW;Crédito;Positiva;Si;64797
44693;Antonio;Tienda D;Preventa Juego NSW;Efectivo;Positiva;No;48271
44583;Diego;Tienda C;Preventa Juego STEAM;Crédito;Negativa;No;40633
44337;Matías;Tienda A;Juego PS5;Efectivo;Negativa;Si;52763
44840;Matías;Tienda A;Código digital PSN;Débito;Negativa;Si;28945
44525;Matías;Tienda A;Juego PS5;Crédito;Neutra;Si;55035
44245;Agustín;Tienda B;Preventa Juego STEAM;Efectivo;Positiva;Si;58951
44374;Diego;Tienda C;Juego XBOX;Crédito;Positiva;No;28242
44633;Diego;Tienda C;Juego PS5;Crédito;Negativa;Si;52303
44653;Diego;Tienda C;Preventa Juego NSW;Crédito;Positiva;No;39676
44578;María;Tienda A;Código digital XBOX;Débito;Neutra;No;61756
44766;Kike;Tienda B;Suscripción;Crédito;Positiva;No;56888
44202;Antonio;Tienda D;Preventa Juego NSW;Efectivo;Negativa;No;50303
44751;Antonio;Tienda D;Preventa Juego NSW;Crédito;Positiva;No;58367
44822;Ambrosio;Tienda D;Juego PS5;Débito;Neutra;Si;55945
44856;Kike;Tienda B;Juego NSW;Débito;Positiva;No;43871
44308;Diego;Tienda C;Juego XBOX;Crédito;Neutra;Si;49920
44810;Diego;Tienda C;Preventa Juego NSW;Crédito;Negativa;No;60579
44787;Diego;Tienda C;Código digital NSW;Efectivo;Neutra;Si;42438
44707;Antonio;Tienda D;Código digital XBOX;Efectivo;Positiva;Si;49583
44595;María;Tienda A;Preventa Juego STEAM;Efectivo;Positiva;No;43823
44845;Matías;Tienda A;Preventa Juego NSW;Débito;Negativa;Si;50567
44340;Diego;Tienda C;Juego NSW;Débito;Positiva;No;37452
44819;Ambrosio;Tienda D;Suscripción;Efectivo;Positiva;No;30295
44438;Francisco;Tienda C;Suscripción;Efectivo;Neutra;Si;34454
44214;Diego;Tienda C;Preventa Juego PS5;Efectivo;Positiva;Si;37091
44593;Francisco;Tienda C;Código digital STEAM;Débito;Positiva;Si;58740
44203;Antonio;Tienda D;Juego NSW;Débito;Negativa;Si;47135
44357;María;Tienda A;Código digital XBOX;Débito;Neutra;No;56780
44381;Diego;Tienda C;Suscripción;Débito;Positiva;Si;49259
44470;Ambrosio;Tienda D;Preventa Juego XBOX;Crédito;Positiva;Si;45747
44859;Agustín;Tienda B;Preventa Juego PS5;Crédito;Neutra;No;48137
44278;María;Tienda A;Preventa Juego NSW;Crédito;Negativa;Si;32015
44461;Antonio;Tienda D;Juego PC;Efectivo;Neutra;No;60931
44461;Ambrosio;Tienda D;Juego NSW;Crédito;Positiva;Si;47550
44819;Antonio;Tienda D;Código digital STEAM;Efectivo;Neutra;Si;35667
44774;Matías;Tienda A;Suscripción;Crédito;Positiva;Si;42578
44731;Antonio;Tienda D;Juego PS5;Crédito;Negativa;No;37534
44404;Francisco;Tienda C;Código digital XBOX;Crédito;Positiva;Si;58398
44476;María;Tienda A;Preventa Juego XBOX;Débito;Negativa;No;48113
44668;Kike;Tienda B;Preventa Juego STEAM;Débito;Negativa;Si;59245
44642;Agustín;Tienda B;Juego NSW;Crédito;Negativa;No;62078
44581;Diego;Tienda C;Preventa Juego PS5;Débito;Positiva;Si;63267
44746;Diego;Tienda C;Preventa Juego XBOX;Débito;Negativa;No;57341
44742;Matías;Tienda A;Juego NSW;Crédito;Positiva;Si;37358
