Fecha;Vendedor;Tienda;Producto;Medio de pago;Valor
12-11-2021;Antonio;Tienda D;Preventa Juego NSW;Débito;$52.595
19-10-2022;Antonio;Tienda D;Suscripción;Crédito;$54.798
06-03-2022;Diego;Tienda C;Código digital STEAM;Crédito;$45.439
13-12-2021;Antonio;Tienda D;Código digital NSW;Débito;$29.039
27-01-2022;Francisco;Tienda C;Preventa Juego PS5;Débito;$37.682
03-08-2021;María;Tienda A;Juego NSW;Crédito;$47.989
27-07-2021;Antonio;Tienda D;Juego XBOX;Débito;$58.415
16-06-2021;Ambrosio;Tienda D;Preventa Juego XBOX;Débito;$56.329
01-03-2022;Kike;Tienda B;Juego XBOX;Crédito;$64.906
03-08-2021;Antonio;Tienda D;Preventa Juego XBOX;Débito;$63.051
11-02-2021;Kike;Tienda B;Código digital NSW;Crédito;$53.905
24-11-2021;María;Tienda A;Preventa Juego NSW;Débito;$57.418
13-12-2021;Ambrosio;Tienda D;Preventa Juego STEAM;Débito;$39.390
04-07-2021;Antonio;Tienda D;Preventa Juego NSW;Débito;$53.465
12-11-2021;Francisco;Tienda C;Preventa Juego STEAM;Débito;$52.477
21-05-2021;Kike;Tienda B;Código digital STEAM;Crédito;$40.636
07-06-2021;Ambrosio;Tienda D;Preventa Juego PS5;Crédito;$42.149
22-05-2022;Agustín;Tienda B;Suscripción;Débito;$31.897
09-10-2021;Kike;Tienda B;Código digital XBOX;Crédito;$39.592
01-04-2021;Agustín;Tienda B;Preventa Juego PS5;Crédito;$59.920
11-07-2022;Diego;Tienda C;Preventa Juego NSW;Débito;$37.839
22-07-2021;Agustín;Tienda B;Preventa Juego PS5;Crédito;$52.460
25-01-2021;Ambrosio;Tienda D;Preventa Juego PS5;Crédito;$39.042
12-05-2021;Kike;Tienda B;Código digital NSW;Débito;$47.005
20-10-2022;Francisco;Tienda C;Juego PC;Crédito;$49.162
11-08-2021;Ambrosio;Tienda D;Juego XBOX;Débito;$43.710
06-03-2022;María;Tienda A;Código digital STEAM;Crédito;$47.530
12-06-2021;Diego;Tienda C;Preventa Juego XBOX;Crédito;$33.289
20-08-2021;Ambrosio;Tienda D;Preventa Juego NSW;Crédito;$49.002
03-05-2021;María;Tienda A;Código digital STEAM;Débito;$36.287
04-04-2021;Kike;Tienda B;Código digital XBOX;Crédito;$62.927
19-07-2022;Matías;Tienda A;Juego NSW;Débito;$55.382
24-04-2021;Kike;Tienda B;Código digital PSN;Crédito;$58.548
10-10-2021;Kike;Tienda B;Preventa Juego PS5;Débito;$56.576
01-12-2021;Ambrosio;Tienda D;Código digital XBOX;Débito;$58.726
12-04-2022;María;Tienda A;Juego NSW;Crédito;$56.273
14-07-2022;Kike;Tienda B;Código digital NSW;Crédito;$63.120
12-10-2021;Antonio;Tienda D;Juego NSW;Débito;$47.657
23-08-2022;María;Tienda A;Preventa Juego PS5;Débito;$43.332
06-06-2022;Agustín;Tienda B;Preventa Juego XBOX;Débito;$28.429
02-12-2021;Francisco;Tienda C;Preventa Juego NSW;Crédito;$32.862
23-12-2021;Ambrosio;Tienda D;Preventa Juego NSW;Crédito;$61.415
11-06-2021;Antonio;Tienda D;Juego PS5;Crédito;$58.135
25-06-2021;Ambrosio;Tienda D;Preventa Juego STEAM;Crédito;$60.577
22-07-2021;Diego;Tienda C;Código digital NSW;Crédito;$36.059
22-08-2022;Kike;Tienda B;Juego NSW;Débito;$33.777
21-08-2021;Matías;Tienda A;Código digital PSN;Débito;$56.743
09-05-2021;Diego;Tienda C;Código digital PSN;Débito;$42.497
17-07-2022;Diego;Tienda C;Preventa Juego STEAM;Débito;$28.289
08-01-2021;Francisco;Tienda C;Suscripción;Débito;$62.358
16-02-2022;Ambrosio;Tienda D;Código digital XBOX;Crédito;$40.190
13-07-2022;Agustín;Tienda B;Preventa Juego XBOX;Crédito;$30.004
15-01-2022;Ambrosio;Tienda D;Código digital XBOX;Débito;$59.298
08-06-2021;Ambrosio;Tienda D;Código digital NSW;Crédito;$32.654
28-09-2022;María;Tienda A;Juego PC;Débito;$49.258
15-05-2022;Diego;Tienda C;Código digital STEAM;Débito;$40.738
30-04-2022;Ambrosio;Tienda D;Código digital NSW;Débito;$30.518
07-06-2021;Agustín;Tienda B;Código digital STEAM;Crédito;$37.296
03-02-2021;Agustín;Tienda B;Juego NSW;Crédito;$61.521
24-11-2021;Kike;Tienda B;Juego PS5;Crédito;$34.384
05-01-2021;Antonio;Tienda D;Preventa Juego XBOX;Débito;$44.505
01-10-2021;Kike;Tienda B;Juego NSW;Crédito;$44.354
14-06-2021;Agustín;Tienda B;Suscripción;Crédito;$42.488
22-03-2022;Ambrosio;Tienda D;Juego NSW;Crédito;$54.450
30-08-2021;María;Tienda A;Preventa Juego XBOX;Crédito;$34.990
28-09-2021;María;Tienda A;Preventa Juego STEAM;Crédito;$34.299
28-04-2022;María;Tienda A;Juego PS5;Débito;$62.814
14-01-2021;Francisco;Tienda C;Código digital XBOX;Crédito;$51.137
18-01-2022;Francisco;Tienda C;Suscripción;Débito;$28.111
05-02-2022;Antonio;Tienda D;Código digital XBOX;Crédito;$31.626
22-01-2021;Diego;Tienda C;Juego XBOX;Crédito;$43.290
16-05-2021;María;Tienda A;Código digital STEAM;Crédito;$54.788
24-06-2021;Francisco;Tienda C;Juego PS5;Crédito;$32.542
22-08-2021;Kike;Tienda B;Juego XBOX;Débito;$50.077
14-04-2021;Agustín;Tienda B;Preventa Juego PS5;Débito;$31.513
03-06-2021;Antonio;Tienda D;Preventa Juego PS5;Débito;$54.631
16-06-2022;Diego;Tienda C;Preventa Juego XBOX;Crédito;$50.910
13-06-2022;Agustín;Tienda B;Preventa Juego NSW;Débito;$46.829
10-06-2022;Matías;Tienda A;Código digital XBOX;Débito;$46.884
02-06-2022;Ambrosio;Tienda D;Juego PS5;Crédito;$41.515
23-12-2021;Diego;Tienda C;Código digital STEAM;Débito;$64.588
11-01-2021;Matías;Tienda A;Juego XBOX;Crédito;$47.472
15-01-2021;Diego;Tienda C;Preventa Juego XBOX;Crédito;$31.939
02-08-2022;Diego;Tienda C;Código digital STEAM;Débito;$34.015
14-04-2022;Kike;Tienda B;Código digital XBOX;Crédito;$55.252
11-08-2022;Matías;Tienda A;Juego NSW;Crédito;$40.134
08-10-2022;Diego;Tienda C;Juego PS5;Débito;$46.420
08-06-2021;María;Tienda A;Juego XBOX;Débito;$55.711
21-04-2021;María;Tienda A;Preventa Juego PS5;Débito;$46.718
11-04-2021;María;Tienda A;Código digital STEAM;Débito;$30.586
11-04-2021;María;Tienda A;Juego PC;Crédito;$39.963
10-08-2022;Ambrosio;Tienda D;Juego PC;Crédito;$36.060
23-06-2022;Kike;Tienda B;Juego PS5;Débito;$48.697
22-05-2021;Agustín;Tienda B;Código digital XBOX;Débito;$46.575
10-03-2022;Matías;Tienda A;Preventa Juego STEAM;Débito;$57.515
13-08-2022;Agustín;Tienda B;Preventa Juego NSW;Crédito;$34.939
13-11-2021;Ambrosio;Tienda D;Suscripción;Débito;$39.781
28-09-2022;Ambrosio;Tienda D;Código digital PSN;Débito;$54.323
17-05-2022;Agustín;Tienda B;Juego PS5;Débito;$45.965
01-10-2021;Ambrosio;Tienda D;Código digital NSW;Débito;$50.422
10-05-2021;Matías;Tienda A;Juego NSW;Crédito;$29.436
29-10-2021;Agustín;Tienda B;Código digital NSW;Débito;$57.100
13-01-2021;Kike;Tienda B;Juego XBOX;Crédito;$53.354
26-04-2021;María;Tienda A;Código digital NSW;Débito;$51.367
01-12-2021;Kike;Tienda B;Código digital XBOX;Débito;$62.376
17-08-2022;Ambrosio;Tienda D;Preventa Juego PS5;Débito;$50.252
10-04-2021;Diego;Tienda C;Preventa Juego NSW;Crédito;$60.221
20-04-2021;Agustín;Tienda B;Preventa Juego NSW;Crédito;$60.375
13-02-2021;Agustín;Tienda B;Preventa Juego PS5;Crédito;$50.732
11-02-2021;Diego;Tienda C;Preventa Juego STEAM;Débito;$38.360
18-02-2022;Francisco;Tienda C;Preventa Juego PS5;Débito;$51.692
18-06-2022;Agustín;Tienda B;Juego PC;Débito;$33.825
26-03-2021;Antonio;Tienda D;Código digital PSN;Crédito;$49.765
08-05-2022;Matías;Tienda A;Código digital NSW;Crédito;$35.271
04-05-2021;María;Tienda A;Preventa Juego NSW;Débito;$57.214
28-09-2021;Kike;Tienda B;Juego NSW;Crédito;$59.952
16-04-2022;Kike;Tienda B;Juego PS5;Crédito;$56.602
20-03-2021;Diego;Tienda C;Preventa Juego PS5;Crédito;$33.795
22-04-2022;Antonio;Tienda D;Suscripción;Crédito;$57.623
23-08-2022;Diego;Tienda C;Código digital STEAM;Crédito;$43.253
09-10-2021;María;Tienda A;Código digital XBOX;Crédito;$46.095
02-04-2022;Kike;Tienda B;Preventa Juego STEAM;Débito;$43.021
24-06-2022;María;Tienda A;Suscripción;Débito;$58.697
06-08-2021;Kike;Tienda B;Juego PS5;Débito;$61.653
08-09-2021;Diego;Tienda C;Preventa Juego XBOX;Crédito;$39.067
16-06-2022;Diego;Tienda C;Juego PC;Débito;$47.318
25-05-2021;Diego;Tienda C;Código digital PSN;Crédito;$52.085
19-06-2022;Diego;Tienda C;Juego PS5;Débito;$30.693
22-01-2022;Matías;Tienda A;Código digital PSN;Débito;$56.637
06-09-2021;Diego;Tienda C;Preventa Juego PS5;Crédito;$37.987
09-12-2021;Ambrosio;Tienda D;Código digital STEAM;Crédito;$46.184
21-03-2022;María;Tienda A;Código digital PSN;Crédito;$64.930
21-08-2021;Diego;Tienda C;Preventa Juego XBOX;Débito;$63.178
26-09-2022;Antonio;Tienda D;Código digital STEAM;Crédito;$60.939
18-06-2022;Agustín;Tienda B;Juego XBOX;Débito;$39.756
17-04-2022;Kike;Tienda B;Preventa Juego XBOX;Débito;$41.831
18-07-2022;María;Tienda A;Suscripción;Crédito;$43.055
16-10-2021;Agustín;Tienda B;Código digital NSW;Crédito;$64.326
17-10-2022;Francisco;Tienda C;Juego XBOX;Crédito;$40.408
13-04-2021;Diego;Tienda C;Juego XBOX;Débito;$40.382
27-01-2022;Francisco;Tienda C;Preventa Juego XBOX;Crédito;$47.518
29-08-2022;Antonio;Tienda D;Juego NSW;Crédito;$56.159
13-09-2022;Matías;Tienda A;Preventa Juego XBOX;Débito;$46.967
08-09-2022;Matías;Tienda A;Juego NSW;Crédito;$35.094
04-08-2022;Agustín;Tienda B;Preventa Juego XBOX;Débito;$37.513
15-03-2022;Francisco;Tienda C;Preventa Juego NSW;Crédito;$30.253
11-05-2022;Ambrosio;Tienda D;Código digital NSW;Débito;$46.763
11-08-2022;Matías;Tienda A;Juego PC;Crédito;$28.609
26-05-2022;Antonio;Tienda D;Código digital PSN;Crédito;$34.560
10-06-2021;Ambrosio;Tienda D;Preventa Juego NSW;Crédito;$43.674
15-10-2021;María;Tienda A;Juego NSW;Crédito;$47.062
19-04-2021;Francisco;Tienda C;Código digital PSN;Crédito;$51.463
07-01-2022;Antonio;Tienda D;Suscripción;Crédito;$61.233
24-02-2021;Francisco;Tienda C;Código digital XBOX;Crédito;$54.503
22-07-2021;Diego;Tienda C;Suscripción;Débito;$31.385
27-01-2021;Antonio;Tienda D;Preventa Juego NSW;Crédito;$33.896
20-06-2021;María;Tienda A;Código digital NSW;Débito;$34.170
08-09-2021;María;Tienda A;Juego PS5;Crédito;$60.866
13-08-2022;Agustín;Tienda B;Código digital STEAM;Crédito;$56.794
13-07-2022;Francisco;Tienda C;Juego NSW;Crédito;$33.401
20-05-2022;Kike;Tienda B;Suscripción;Débito;$34.388
09-12-2021;Francisco;Tienda C;Código digital STEAM;Débito;$63.548
10-07-2021;Ambrosio;Tienda D;Código digital NSW;Crédito;$60.304
04-09-2022;Agustín;Tienda B;Suscripción;Crédito;$50.450
30-09-2022;Ambrosio;Tienda D;Suscripción;Crédito;$39.657
20-10-2021;Antonio;Tienda D;Código digital STEAM;Débito;$30.971
08-10-2022;Ambrosio;Tienda D;Preventa Juego NSW;Crédito;$52.182
17-02-2022;Matías;Tienda A;Código digital XBOX;Crédito;$34.422
20-02-2021;Matías;Tienda A;Preventa Juego STEAM;Débito;$38.944
13-10-2021;Ambrosio;Tienda D;Juego PC;Débito;$31.978
17-06-2022;Ambrosio;Tienda D;Código digital NSW;Crédito;$37.778
21-03-2021;Ambrosio;Tienda D;Juego XBOX;Crédito;$42.739
14-10-2022;Francisco;Tienda C;Juego NSW;Crédito;$49.364
21-09-2021;María;Tienda A;Suscripción;Crédito;$61.039
24-01-2022;Antonio;Tienda D;Código digital PSN;Débito;$49.946
13-09-2021;Agustín;Tienda B;Suscripción;Crédito;$29.536
06-10-2021;Francisco;Tienda C;Suscripción;Débito;$54.660
26-06-2022;Matías;Tienda A;Código digital NSW;Crédito;$44.707
04-03-2021;Kike;Tienda B;Suscripción;Crédito;$29.275
20-04-2021;Francisco;Tienda C;Código digital PSN;Crédito;$56.167
24-06-2021;María;Tienda A;Juego PC;Crédito;$52.403
18-02-2022;Diego;Tienda C;Juego XBOX;Débito;$41.490
29-09-2022;Agustín;Tienda B;Juego PC;Débito;$64.752
18-10-2022;María;Tienda A;Suscripción;Débito;$43.637
02-07-2022;Antonio;Tienda D;Código digital NSW;Crédito;$39.644
15-01-2021;Ambrosio;Tienda D;Juego NSW;Crédito;$53.400
04-05-2022;Agustín;Tienda B;Preventa Juego STEAM;Crédito;$42.372
10-12-2021;Matías;Tienda A;Preventa Juego NSW;Débito;$47.585
09-12-2021;Agustín;Tienda B;Código digital STEAM;Débito;$40.237
18-03-2022;Antonio;Tienda D;Juego PS5;Débito;$45.508
17-04-2022;Antonio;Tienda D;Preventa Juego XBOX;Débito;$30.127
24-01-2022;Diego;Tienda C;Juego PC;Débito;$33.175
01-01-2021;Kike;Tienda B;Juego PC;Crédito;$42.501
28-02-2021;Diego;Tienda C;Código digital PSN;Débito;$45.386
18-12-2021;María;Tienda A;Código digital PSN;Crédito;$40.111
28-08-2022;María;Tienda A;Código digital NSW;Débito;$57.428
24-02-2021;Matías;Tienda A;Juego XBOX;Débito;$37.572
14-01-2021;María;Tienda A;Preventa Juego NSW;Crédito;$52.032
12-10-2021;Kike;Tienda B;Código digital XBOX;Crédito;$43.861
21-08-2021;Matías;Tienda A;Juego PC;Débito;$41.149
12-04-2022;Francisco;Tienda C;Código digital XBOX;Débito;$58.048
06-06-2022;Agustín;Tienda B;Juego XBOX;Crédito;$58.425
07-06-2021;Diego;Tienda C;Juego XBOX;Crédito;$49.808
31-07-2021;Francisco;Tienda C;Juego NSW;Crédito;$41.165
03-05-2021;Antonio;Tienda D;Juego PS5;Crédito;$31.160
22-08-2022;Diego;Tienda C;Código digital STEAM;Crédito;$54.191
27-04-2021;Antonio;Tienda D;Código digital NSW;Débito;$42.909
14-06-2021;María;Tienda A;Preventa Juego STEAM;Débito;$30.036
11-07-2022;María;Tienda A;Juego NSW;Débito;$38.915
02-10-2022;Ambrosio;Tienda D;Código digital STEAM;Crédito;$28.312
27-04-2021;Agustín;Tienda B;Preventa Juego XBOX;Crédito;$32.972
09-11-2021;María;Tienda A;Código digital NSW;Crédito;$34.085
16-03-2022;Francisco;Tienda C;Código digital PSN;Crédito;$40.349
28-10-2022;Kike;Tienda B;Juego XBOX;Crédito;$62.951
22-07-2022;Francisco;Tienda C;Preventa Juego PS5;Crédito;$32.027
08-02-2021;Matías;Tienda A;Juego XBOX;Crédito;$57.833
03-01-2022;Agustín;Tienda B;Código digital STEAM;Crédito;$58.643
14-04-2022;María;Tienda A;Código digital STEAM;Débito;$54.408
08-06-2022;Antonio;Tienda D;Juego NSW;Crédito;$29.633
13-10-2022;María;Tienda A;Juego PS5;Crédito;$55.574
19-05-2022;Diego;Tienda C;Suscripción;Débito;$40.328
24-03-2021;Kike;Tienda B;Código digital PSN;Crédito;$58.529
30-08-2021;María;Tienda A;Juego PC;Débito;$29.163
19-06-2021;Francisco;Tienda C;Juego PS5;Crédito;$46.749
09-05-2022;Francisco;Tienda C;Suscripción;Débito;$53.297
28-03-2021;Kike;Tienda B;Código digital STEAM;Débito;$43.743
07-11-2021;Diego;Tienda C;Suscripción;Débito;$41.698
09-03-2021;María;Tienda A;Preventa Juego XBOX;Crédito;$29.221
14-03-2021;Kike;Tienda B;Código digital STEAM;Débito;$42.303
06-09-2022;Kike;Tienda B;Juego XBOX;Crédito;$43.382
16-08-2022;Francisco;Tienda C;Código digital STEAM;Crédito;$36.731
27-06-2022;Ambrosio;Tienda D;Código digital STEAM;Débito;$39.716
04-06-2022;Francisco;Tienda C;Preventa Juego XBOX;Débito;$45.531
11-01-2021;Agustín;Tienda B;Preventa Juego XBOX;Crédito;$56.941
07-03-2022;Kike;Tienda B;Código digital PSN;Débito;$30.166
14-06-2021;Agustín;Tienda B;Código digital STEAM;Crédito;$59.284
27-02-2021;Matías;Tienda A;Código digital NSW;Crédito;$61.809
20-01-2021;Antonio;Tienda D;Juego PC;Débito;$51.618
30-08-2021;Matías;Tienda A;Código digital XBOX;Crédito;$60.697
18-08-2021;Ambrosio;Tienda D;Código digital XBOX;Crédito;$53.386
11-04-2022;Matías;Tienda A;Juego XBOX;Crédito;$64.833
30-05-2022;Ambrosio;Tienda D;Preventa Juego XBOX;Débito;$41.202
18-08-2022;Kike;Tienda B;Código digital XBOX;Débito;$39.595
28-07-2021;Agustín;Tienda B;Código digital PSN;Crédito;$35.190
04-07-2021;Matías;Tienda A;Código digital STEAM;Débito;$42.423
09-10-2022;Agustín;Tienda B;Código digital STEAM;Débito;$34.671
19-11-2021;Ambrosio;Tienda D;Código digital STEAM;Débito;$32.222
26-09-2021;Antonio;Tienda D;Juego XBOX;Crédito;$48.196
28-04-2021;Matías;Tienda A;Código digital PSN;Débito;$31.738
11-03-2022;Ambrosio;Tienda D;Juego PC;Crédito;$46.141
12-08-2022;Agustín;Tienda B;Juego PC;Crédito;$46.856
10-09-2022;Antonio;Tienda D;Juego NSW;Débito;$35.664
10-06-2021;Ambrosio;Tienda D;Juego XBOX;Débito;$42.745
11-03-2022;Matías;Tienda A;Juego NSW;Crédito;$56.534
02-01-2022;Diego;Tienda C;Preventa Juego STEAM;Débito;$53.116
22-02-2021;Ambrosio;Tienda D;Juego PS5;Crédito;$47.813
28-02-2021;Francisco;Tienda C;Código digital PSN;Débito;$29.161
09-08-2022;Kike;Tienda B;Código digital NSW;Débito;$36.494
11-06-2021;Francisco;Tienda C;Juego NSW;Débito;$29.644
03-04-2021;Ambrosio;Tienda D;Juego PC;Débito;$49.078
24-10-2021;Francisco;Tienda C;Juego PC;Crédito;$34.075
30-04-2021;Matías;Tienda A;Preventa Juego PS5;Débito;$43.292
09-05-2021;Diego;Tienda C;Código digital STEAM;Débito;$37.861
04-07-2021;Matías;Tienda A;Preventa Juego NSW;Crédito;$29.821
02-09-2022;María;Tienda A;Juego XBOX;Crédito;$36.135
26-06-2022;Diego;Tienda C;Código digital XBOX;Débito;$62.360
17-02-2021;Diego;Tienda C;Preventa Juego PS5;Crédito;$50.484
21-01-2022;Francisco;Tienda C;Suscripción;Débito;$30.445
24-11-2021;Diego;Tienda C;Juego XBOX;Crédito;$57.888
30-08-2022;Ambrosio;Tienda D;Juego NSW;Débito;$50.848
19-04-2021;Kike;Tienda B;Preventa Juego PS5;Crédito;$33.996
03-03-2022;Kike;Tienda B;Preventa Juego STEAM;Débito;$56.012
20-02-2022;María;Tienda A;Juego NSW;Débito;$36.456
16-08-2022;Diego;Tienda C;Suscripción;Débito;$39.952
24-03-2021;Matías;Tienda A;Preventa Juego NSW;Crédito;$33.435
18-11-2021;Kike;Tienda B;Juego XBOX;Crédito;$47.447
26-07-2022;Ambrosio;Tienda D;Juego NSW;Débito;$47.690
06-02-2022;Francisco;Tienda C;Suscripción;Crédito;$58.837
19-04-2022;Matías;Tienda A;Juego NSW;Crédito;$45.686
17-12-2021;María;Tienda A;Preventa Juego STEAM;Crédito;$32.573
05-02-2022;Agustín;Tienda B;Preventa Juego XBOX;Crédito;$53.701
16-01-2022;Diego;Tienda C;Juego XBOX;Débito;$48.421
27-10-2021;Ambrosio;Tienda D;Código digital XBOX;Débito;$42.950
03-03-2022;Francisco;Tienda C;Código digital STEAM;Débito;$29.616
01-03-2021;Kike;Tienda B;Código digital NSW;Crédito;$47.580
16-07-2022;Diego;Tienda C;Juego XBOX;Crédito;$49.368
03-08-2021;Agustín;Tienda B;Código digital NSW;Crédito;$60.146
21-07-2021;Francisco;Tienda C;Preventa Juego PS5;Débito;$43.587
04-01-2022;Antonio;Tienda D;Código digital NSW;Débito;$29.229
27-05-2022;Diego;Tienda C;Código digital NSW;Crédito;$39.855
22-01-2022;Kike;Tienda B;Preventa Juego STEAM;Débito;$41.816
19-10-2022;Agustín;Tienda B;Suscripción;Crédito;$37.015
23-01-2021;Diego;Tienda C;Juego PC;Crédito;$55.962
23-04-2022;Agustín;Tienda B;Código digital PSN;Crédito;$29.373
28-03-2021;Antonio;Tienda D;Código digital NSW;Crédito;$47.420
12-04-2021;Matías;Tienda A;Preventa Juego STEAM;Crédito;$46.191
06-03-2022;Francisco;Tienda C;Juego NSW;Crédito;$35.800
07-05-2021;Francisco;Tienda C;Preventa Juego XBOX;Crédito;$40.327
10-03-2021;Francisco;Tienda C;Preventa Juego PS5;Crédito;$47.806
11-06-2021;Antonio;Tienda D;Código digital XBOX;Crédito;$34.186
12-08-2022;Matías;Tienda A;Juego PC;Débito;$57.857
17-06-2022;Matías;Tienda A;Suscripción;Crédito;$35.633
19-08-2021;Francisco;Tienda C;Código digital XBOX;Débito;$40.083
06-04-2022;Matías;Tienda A;Juego NSW;Débito;$45.339
10-07-2022;Ambrosio;Tienda D;Preventa Juego NSW;Débito;$30.921
30-08-2021;Antonio;Tienda D;Preventa Juego STEAM;Crédito;$43.636
16-03-2022;Ambrosio;Tienda D;Preventa Juego XBOX;Débito;$46.566
15-12-2021;María;Tienda A;Código digital PSN;Débito;$34.303
13-10-2021;Ambrosio;Tienda D;Preventa Juego XBOX;Débito;$41.823
05-10-2021;Francisco;Tienda C;Juego NSW;Débito;$28.808
12-06-2021;María;Tienda A;Juego NSW;Débito;$48.074
26-04-2021;Diego;Tienda C;Juego XBOX;Débito;$62.506
16-02-2021;Francisco;Tienda C;Código digital NSW;Débito;$35.020
09-04-2022;Ambrosio;Tienda D;Código digital PSN;Crédito;$29.763
01-06-2022;Kike;Tienda B;Preventa Juego STEAM;Crédito;$32.224
09-12-2021;Matías;Tienda A;Preventa Juego XBOX;Crédito;$32.957
17-08-2022;María;Tienda A;Preventa Juego NSW;Crédito;$38.710
15-03-2021;Agustín;Tienda B;Código digital NSW;Crédito;$38.092
04-09-2022;Matías;Tienda A;Juego PC;Débito;$55.293
10-06-2022;María;Tienda A;Código digital XBOX;Crédito;$52.691
25-03-2021;Diego;Tienda C;Código digital XBOX;Débito;$55.160
26-10-2022;Antonio;Tienda D;Juego NSW;Crédito;$29.635
30-07-2022;Francisco;Tienda C;Preventa Juego PS5;Débito;$36.060
15-04-2021;María;Tienda A;Preventa Juego PS5;Débito;$62.802
11-06-2022;Agustín;Tienda B;Código digital STEAM;Débito;$45.587
06-08-2021;María;Tienda A;Código digital PSN;Crédito;$52.626
09-04-2022;Antonio;Tienda D;Preventa Juego XBOX;Débito;$57.316
26-04-2021;Francisco;Tienda C;Preventa Juego PS5;Débito;$64.052
29-06-2022;Antonio;Tienda D;Juego XBOX;Débito;$31.789
28-01-2022;Kike;Tienda B;Preventa Juego XBOX;Crédito;$52.365
10-04-2022;Matías;Tienda A;Código digital PSN;Crédito;$54.399
25-04-2021;Diego;Tienda C;Juego NSW;Crédito;$44.089
28-06-2021;Agustín;Tienda B;Preventa Juego NSW;Débito;$56.054
20-11-2021;María;Tienda A;Preventa Juego STEAM;Débito;$28.846
29-09-2021;Kike;Tienda B;Código digital PSN;Débito;$32.157
08-11-2021;Agustín;Tienda B;Preventa Juego PS5;Crédito;$48.373
20-12-2021;Francisco;Tienda C;Código digital XBOX;Débito;$45.902
18-05-2022;Kike;Tienda B;Preventa Juego PS5;Débito;$64.496
13-08-2021;Antonio;Tienda D;Código digital NSW;Débito;$33.743
26-01-2022;Ambrosio;Tienda D;Juego NSW;Crédito;$60.748
20-06-2022;Ambrosio;Tienda D;Juego PC;Crédito;$36.222
21-02-2022;Matías;Tienda A;Preventa Juego STEAM;Débito;$63.852
20-04-2022;Antonio;Tienda D;Preventa Juego XBOX;Crédito;$49.446
10-08-2022;María;Tienda A;Preventa Juego XBOX;Crédito;$53.019
19-08-2021;María;Tienda A;Juego PS5;Débito;$61.559
01-02-2021;Diego;Tienda C;Código digital PSN;Crédito;$44.587
05-03-2021;Diego;Tienda C;Juego PC;Crédito;$33.412
25-10-2021;Ambrosio;Tienda D;Preventa Juego NSW;Crédito;$45.007
07-08-2021;Kike;Tienda B;Código digital PSN;Débito;$55.697
07-06-2021;María;Tienda A;Juego NSW;Débito;$55.788
10-02-2022;Agustín;Tienda B;Suscripción;Débito;$56.188
10-04-2021;Francisco;Tienda C;Juego PC;Crédito;$40.677
24-05-2022;Francisco;Tienda C;Suscripción;Crédito;$55.880
31-08-2022;Antonio;Tienda D;Suscripción;Crédito;$50.817
27-06-2022;Kike;Tienda B;Preventa Juego NSW;Crédito;$37.452
25-07-2022;María;Tienda A;Código digital PSN;Débito;$40.404
17-03-2022;Diego;Tienda C;Preventa Juego XBOX;Crédito;$55.310
23-02-2022;Matías;Tienda A;Juego XBOX;Débito;$41.706
16-10-2022;Agustín;Tienda B;Preventa Juego PS5;Crédito;$60.490
22-09-2022;Kike;Tienda B;Código digital XBOX;Crédito;$31.838
27-03-2022;Agustín;Tienda B;Código digital NSW;Crédito;$33.649
20-08-2021;María;Tienda A;Código digital STEAM;Débito;$59.163
16-02-2021;Francisco;Tienda C;Preventa Juego XBOX;Crédito;$39.798
28-04-2022;Agustín;Tienda B;Juego XBOX;Débito;$31.078
15-07-2022;Matías;Tienda A;Juego XBOX;Débito;$32.063
28-08-2021;Ambrosio;Tienda D;Preventa Juego XBOX;Débito;$48.607
11-04-2021;Matías;Tienda A;Preventa Juego NSW;Crédito;$50.343
30-05-2021;Kike;Tienda B;Suscripción;Débito;$51.584
30-03-2022;María;Tienda A;Código digital NSW;Débito;$59.598
12-12-2021;Agustín;Tienda B;Juego XBOX;Crédito;$29.086
09-11-2021;Agustín;Tienda B;Juego PS5;Débito;$46.558
08-08-2021;Antonio;Tienda D;Preventa Juego STEAM;Crédito;$29.469
14-09-2022;Diego;Tienda C;Juego NSW;Crédito;$55.736
21-10-2022;Ambrosio;Tienda D;Preventa Juego PS5;Débito;$56.779
21-07-2022;Agustín;Tienda B;Preventa Juego STEAM;Débito;$45.142
05-01-2022;Matías;Tienda A;Preventa Juego STEAM;Débito;$58.420
03-09-2021;Matías;Tienda A;Preventa Juego STEAM;Débito;$28.435
08-12-2021;Diego;Tienda C;Juego NSW;Crédito;$41.368
06-01-2021;Agustín;Tienda B;Código digital STEAM;Débito;$39.064
08-04-2021;Francisco;Tienda C;Preventa Juego STEAM;Crédito;$39.485
17-04-2021;María;Tienda A;Preventa Juego PS5;Débito;$46.791
17-01-2021;Ambrosio;Tienda D;Código digital XBOX;Crédito;$41.532
29-07-2022;Francisco;Tienda C;Preventa Juego PS5;Crédito;$48.502
28-05-2022;Matías;Tienda A;Preventa Juego XBOX;Débito;$60.857
04-01-2021;Ambrosio;Tienda D;Preventa Juego NSW;Débito;$48.458
03-03-2022;Ambrosio;Tienda D;Código digital PSN;Crédito;$52.015
09-09-2022;Matías;Tienda A;Código digital STEAM;Débito;$45.988
19-05-2022;Diego;Tienda C;Juego PC;Débito;$34.791
22-02-2021;Antonio;Tienda D;Preventa Juego XBOX;Débito;$41.401
18-10-2022;Kike;Tienda B;Preventa Juego NSW;Débito;$36.303
